"","HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female maturity (days)","Male maturity (days)","Gestation/Incubation (days)","Weaning (days)","Litter/Clutch size","Litters/Clutches per year","Inter-litter/Interbirth interval","Birth weight (g)","Weaning weight (g)","Adult weight (g)","Growth rate (1/days)","Maximum longevity (yrs)","Source","Specimen origin","Sample size","Data quality","IMR (per yr)","MRDT (yrs)","Metabolic rate (W)","Body mass (g)","Temperature (K)","References"
"897","00904","Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus","pictus","Painted redstart",304,304,13,NA,4,2,NA,1.36,NA,9.75,NA,6.6,"577","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,577"
"898","00905","Animalia","Chordata","Aves","Passeriformes","Parulidae","Parkesia","motacilla","Louisiana waterthrush",365,365,13,NA,5,1,NA,2.2,NA,22.5,0.528,11.9,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"899","00906","Animalia","Chordata","Aves","Passeriformes","Parulidae","Parkesia","noveboracensis","Northern waterthrush",365,365,12,NA,4,1,NA,1.9,NA,16.3,NA,8.9,"1","wild","small","acceptable",NA,NA,0.28391,18.7,NA,"1,425,444,445,820"
"900","00907","Animalia","Chordata","Aves","Passeriformes","Parulidae","Protonotaria","citrea","Prothonotary warbler",365,365,13,NA,5,NA,NA,1.95,NA,14.3,NA,8.1,"427","wild","small","acceptable",NA,NA,0.1994,12.8,NA,"427,435,444,445,820"
"901","00908","Animalia","Chordata","Aves","Passeriformes","Parulidae","Seiurus","aurocapilla","Ovenbird",365,365,12,NA,4,1,NA,2.1,NA,18.8,0.528,11,"427","wild","medium","acceptable",NA,NA,0.24475,19,NA,"425,427,444,445,732,820"
"902","00909","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","adelaidae","Adelaide's warbler",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,10.6,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
"903","00910","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","americana","Northern parula",365,365,13,NA,4,1,NA,NA,NA,7.9,NA,7,"578","wild","tiny","acceptable",NA,NA,0.122375,7,NA,"425,444,445,578,820"
"904","00911","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","caerulescens","Black-throated blue warbler",365,365,13,NA,4,2,NA,NA,NA,10.2,NA,10,"577","wild","small","acceptable",NA,NA,0.18601,9.4,NA,"425,445,577,818,820"
"905","00912","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","castanea","Bay-breasted warbler",NA,NA,12,NA,5,1,NA,NA,NA,11.5,NA,4.9,"427","wild","tiny","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"906","00913","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","cerulea","Cerulean warbler",365,365,12,NA,4,1,NA,NA,NA,8.625,NA,6,"445","wild","medium","acceptable",NA,NA,NA,NA,NA,"445"
"907","00914","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","chrysoparia","Golden-cheeked warbler",365,365,NA,NA,NA,NA,NA,NA,NA,10.2,NA,11,"1299","wild","medium","acceptable",NA,NA,NA,NA,NA,"818,972,1299"
"908","00915","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","citrina","Hooded warbler",319,319,12,NA,4,NA,NA,1.9,NA,10.6,NA,8.2,"427","wild","medium","acceptable",NA,NA,0.21538,12,NA,"425,427,444,445,820"
"909","00916","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","coronata","Yellow-rumped (myrtle) warbler",NA,NA,12,NA,4,1,NA,NA,NA,12,NA,10,"427","wild","medium","acceptable",NA,NA,0.1895,11.5,NA,"427,435,444,445,820"
"910","00917","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","discolor","Prairie warbler",NA,NA,12,NA,4,1.5,NA,1.1,NA,7,NA,10.3,"578","wild","medium","acceptable",NA,NA,NA,NA,NA,"445,578"
"911","00918","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","dominica","Yellow-throated warbler",365,365,12,NA,4,2,NA,NA,NA,9.7,NA,6.1,"427","wild","medium","acceptable",NA,NA,0.1604,9.8,NA,"61,427,435,444,445,820"
"912","00919","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","fusca","Blackburnian warbler",NA,NA,11,NA,4,1,NA,NA,NA,9,NA,8.2,"577","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,577"
"913","00920","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","kirtlandii","Kirtland's warbler",365,365,14,NA,5,1,NA,1.3,NA,15.5,0.574,9,"1","wild","small","acceptable",NA,NA,NA,NA,NA,"1,437,444,445,732"
"914","00921","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","magnolia","Magnolia warbler",365,365,12,NA,4,1,NA,NA,NA,7.5,NA,8,"427","wild","small","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"915","00922","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","occidentalis","Hermit warbler",365,365,NA,NA,4,NA,NA,NA,NA,10,NA,9.1,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,445"
"916","00923","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","palmarum","Western palm warbler",NA,NA,12,NA,4,1,NA,NA,NA,10.3,NA,6.6,"578","wild","small","acceptable",NA,NA,0.1554,9.8,NA,"61,435,444,445,578,820"
"917","00924","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","pensylvanica","Chestnut-sided warbler",365,365,12,NA,4,1,NA,NA,NA,9,NA,6.9,"578","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,578,977"
"918","00925","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","petechia","Yellow warbler",365,365,12,NA,3,1,NA,1.32,NA,9.8,0.408,11,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,445,732"
"919","00926","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","pinus","Pine warbler",365,365,13,NA,4,1,NA,NA,NA,11.8,NA,10.2,NA,"unknown","medium","acceptable",NA,NA,0.1795,12,NA,"444,445,510,820,977"
"920","00927","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","ruticilla","American redstart",365,365,12,NA,4,1,NA,NA,NA,8.5,0.68,10.1,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"921","00928","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","striata","Blackpoll warbler",365,365,12,NA,5,2,NA,1.5,NA,15,NA,8.1,"427","wild","small","acceptable",NA,NA,NA,NA,NA,"427,444,445,977"
"922","00929","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","tigrina","Cape May warbler",365,365,NA,NA,6,1,NA,NA,NA,12,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"444,445,578"
"923","00930","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","townsendi","Townsend's warbler",NA,NA,12,NA,4,1,NA,NA,NA,8.85,NA,10.7,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"924","00931","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","virens","Black-throated green warbler",365,365,12,NA,4,NA,NA,NA,NA,9,NA,6,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"444,445"
"925","00932","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","chrysoptera","Golden-winged warbler",319,319,10,NA,5,1,NA,NA,NA,8.8,NA,7.9,"578","wild","tiny","acceptable",NA,NA,NA,NA,NA,"444,445,578,820"
"926","00933","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","cyanoptera","Blue-winged warbler",365,365,11,NA,5,1,NA,1.5,NA,8.9,NA,9,"427","wild","small","acceptable",NA,NA,0.1505,7.8,NA,"427,444,445,510,820"
"927","00934","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","domesticus","House sparrow",152,365,11,NA,5,4,NA,2.02,NA,25.3,0.414,23,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"61,444,445,729,732,912,1143"
"928","00935","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","hispaniolensis","Spanish sparrow",365,365,NA,NA,NA,NA,NA,NA,NA,24.2,NA,11.2,"729","wild","medium","acceptable",NA,NA,NA,NA,NA,"729,820"
"929","00936","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","moabiticus","Dead Sea sparrow",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"450,820"
"930","00937","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","montanus","Eurasian tree sparrow",319,319,13,NA,5,2.5,NA,2,NA,20.5,0.65,13.1,"450","wild","medium","acceptable",NA,NA,0.2007,17.5,NA,"61,425,444,445,450,729,732"
"931","00938","Animalia","Chordata","Aves","Passeriformes","Passeridae","Petronia","petronia","Rock sparrow",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,7,"0450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,820"
"932","00939","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","borealis","Arctic warbler",365,365,12,NA,5,1,NA,NA,NA,9.5,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"445,578"
"933","00940","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","collybita","Common chiffchaff and Eurasian chiffchaff",365,365,NA,NA,NA,NA,NA,NA,NA,8.3,0.498,8,"450","wild","medium","acceptable",NA,NA,0.165,8.2,NA,"450,510,729,732,820"
"934","00941","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","sibillatrix","Wood warbler",365,365,NA,NA,NA,NA,NA,NA,NA,9.2,0.532,10.2,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"935","00942","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","trochilus","Willow warbler",365,365,NA,NA,NA,NA,NA,NA,NA,8.7,0.574,11.8,"450","wild","medium","acceptable",NA,NA,0.208,10.7,NA,"444,450,510,729,732,820"
"936","00943","Animalia","Chordata","Aves","Passeriformes","Ploceidae","Bubalornis","albirostris","African ox birds",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.9,NA,20,"575","captivity","small","acceptable",NA,NA,NA,NA,NA,"575,820"
"937","00944","Animalia","Chordata","Aves","Passeriformes","Ploceidae","Ploceus","cucullatus","Village weaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,NA,24,"985","captivity","medium","acceptable",NA,NA,NA,NA,NA,"820,985"
"938","00945","Animalia","Chordata","Aves","Passeriformes","Ploceidae","Quelea","quelea","Red-billed quelea",730,730,NA,NA,NA,NA,NA,NA,NA,17.5,NA,10,"994","wild","large","acceptable",NA,NA,NA,NA,NA,"994"
"939","00946","Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","caerulea","Blue-grey gnatcatcher",319,319,13,NA,4,2,NA,0.64,NA,6.5,NA,4.2,"578","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,578"
"940","00947","Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","californica","California gnatcatcher",365,365,14,NA,4,2,NA,NA,NA,6,NA,8,"445","wild","medium","acceptable",NA,NA,NA,NA,NA,"445"
"941","00948","Animalia","Chordata","Aves","Passeriformes","Prunellidae","Prunella","modularis","Hedge sparrow",365,365,NA,NA,NA,NA,NA,NA,NA,20.2,NA,20.8,"450","wild","large","acceptable",NA,NA,0.325,16.8,NA,"450,510,729,820"
"942","00949","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","jocosus","Red-whiskered bulbul",NA,NA,12,NA,2.5,1.5,NA,2,NA,27.7,NA,11.1,"445","wild","medium","acceptable",NA,NA,NA,NA,NA,"445"
"943","00950","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","xanthopygos","White-spectacled bulbul",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,NA,8.8,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,820"
"944","00951","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","calendula","Ruby-crowned kinglet",365,365,12,NA,8,1,NA,NA,NA,6.75,NA,5.6,"578","wild","small","acceptable",NA,NA,NA,NA,NA,"61,444,445,578"
"945","00952","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","regulus","Goldcrest",365,365,NA,NA,NA,NA,NA,NA,NA,5.6,0.379,7,"729","wild","medium","acceptable",NA,NA,0.184,5.5,NA,"510,729,732,820"
"946","00953","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","satrapa","Golden-crowned kinglet",365,365,14,NA,8,2,NA,0.88,NA,5.5,NA,6.3,"427","wild","small","acceptable",NA,NA,NA,NA,NA,"427,444,445,977"
"947","00954","Animalia","Chordata","Aves","Passeriformes","Remizidae","Auriparus","flaviceps","Verdin",365,365,14,NA,4,1.5,NA,0.85,NA,6.8,NA,5.6,"578","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,578,818,820"
"948","00955","Animalia","Chordata","Aves","Passeriformes","Remizidae","Remiz","pendulinus","Eurasian penduline-tit",365,365,NA,NA,NA,NA,NA,NA,NA,9.3,NA,7,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
"949","00956","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","canadensis","Red-breasted nuthatch",365,365,12,NA,5,1,NA,NA,NA,11.2,NA,7.5,"578","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,578"
"950","00957","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","carolinensis","White-breasted nuthatch",365,365,12,NA,8,1,NA,NA,NA,20.5,NA,9.8,"578","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,578"
"951","00958","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","europaea","Wood nuthatch or Eurasian nuthatch",365,365,NA,NA,NA,NA,NA,NA,NA,20.4,NA,12.9,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
"952","00959","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","pusilla","Brown-headed nuthatch",365,365,14,NA,5,1,NA,1.2,NA,10.8,NA,5.8,"578","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,578"
"953","00960","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","pygmaea","Pygmy nuthatch",365,365,15,NA,7,1,NA,1.2,NA,10.7,NA,8.2,"578","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,578"
"954","00961","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","cristatellus","Crested myna",NA,NA,15,NA,4,NA,NA,5.9,NA,116.5,NA,13,"575","captivity","small","acceptable",NA,NA,1.2092,109.4,NA,"444,445,510,575,820"
"955","00962","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Lamprotornis","caudatus","Long-tailed glossy starling",NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,17.8,"575","captivity","medium","acceptable",NA,NA,NA,NA,NA,"575,820"
"956","00963","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Lamprotornis","hildebrandti","Hildebrandt's starling",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8,NA,16.9,"575","captivity","small","acceptable",NA,NA,NA,NA,NA,"575,820"
"957","00964","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Leucopsar","rothschildi","Bali mynah",NA,NA,13,NA,3,NA,NA,NA,NA,95,NA,25,"448","captivity","large","acceptable",NA,NA,NA,NA,NA,"448,1150"
"958","00965","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","vulgaris","European starling",365,365,12,NA,5,2,NA,6.4,NA,74,0.409,22.9,"450","wild","large","acceptable",0.5,8,0.877,75,NA,"2,61,62,385,386,387,444,445,450,510,729,732"
"959","00966","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Chamaea","fasciata","Wrentit",365,365,15,NA,3.5,NA,NA,NA,NA,14.7,NA,12.6,"578","wild","small","acceptable",NA,NA,NA,NA,NA,"445,578"
"960","00967","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","atricapilla","Blackcap",365,365,NA,NA,NA,NA,NA,NA,NA,16.7,0.353,13.8,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"961","00968","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","borin","Garden warbler",365,365,NA,NA,NA,NA,NA,NA,NA,24.6,0.208,24,"575","captivity","small","acceptable",NA,NA,0.416,24.8,NA,"510,575,729,732"
"962","00969","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","communis","Whitethroat",365,365,NA,NA,NA,NA,NA,NA,NA,17.7,NA,8.9,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729"
"963","00970","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","curruca","Lesser whitethroat",365,365,NA,NA,NA,NA,NA,NA,NA,11.4,NA,9,"553","wild","medium","acceptable",NA,NA,0.199,10.6,NA,"510,553,729,820"
"964","00971","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","melanocephala","Sardinian warbler",365,365,NA,NA,NA,NA,NA,NA,NA,11.7,NA,8.3,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
"965","00972","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","nisoria","Barred warbler",365,365,NA,NA,NA,NA,NA,NA,NA,22.5,NA,11.9,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
"966","00973","Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","Formicivora","acutirostris","Marsh antwren",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,16.2,"1286","wild","small","questionable",NA,NA,NA,NA,NA,"1286"
"967","00974","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Cyanerpes","caeruleus","Purple honeycreeper",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,17,"575","captivity","medium","acceptable",NA,NA,NA,NA,NA,"575,820"
"968","00975","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Loxigilla","portoricensis","Puerto rican bullfinch",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,NA,15.6,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
"969","00976","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Nesospingus","speculiferus","Puerto Rican tanager",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,NA,4,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
"970","00977","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Sporophila","torqueola","White-collared seedeater",NA,NA,13,NA,3,NA,NA,NA,NA,8.7,NA,11.7,"580","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,580,972"
"971","00978","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Thraupis","episcopus","Blue-grey tanager",NA,NA,13,NA,2,NA,NA,NA,NA,35,0.37,9.5,"444","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,732,820"
"972","00979","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Campylorhynchus","brunneicapillus","Cactus wren",243,NA,16,NA,4,3,NA,3.35,NA,38.9,0.394,7.3,"427","wild","small","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"973","00980","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii","Bewick's wren",365,365,14,NA,6,2,NA,1.4,NA,9.8,NA,8,"577","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,577"
"974","00981","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryothorus","ludovicianus","Carolina wren",365,365,14,NA,4,1,NA,2.42,NA,17.5,NA,9.2,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"975","00982","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","aedon","House wren",365,365,13,NA,7,2,NA,1.07,NA,9.7,0.464,9,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"976","00983","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","troglodytes","Winter wren",365,365,15,NA,5,1,NA,1,NA,9.1,0.472,7,NA,"unknown","medium","acceptable",NA,NA,0.213,9,NA,"61,444,445,510,729,732"
"977","00984","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","bicknelli","Bicknell's thrush",365,365,12,NA,4,1,NA,1.7,NA,27.5,NA,11.9,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,445"
"978","00985","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","fuscescens","Veery",365,365,11,NA,4,NA,NA,NA,NA,28.8,0.48,10.1,"1","wild","small","acceptable",NA,NA,NA,NA,NA,"1,444,445,732"
"979","00986","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","guttatus","Hermit thrush",365,365,12,NA,4,NA,NA,4.12,NA,27.8,0.558,10.8,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"980","00987","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","minimus","Grey-cheeked thrush",365,365,13,NA,4,1,NA,NA,NA,24.8,NA,7.3,"578","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,578"
"981","00988","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","ustulatus","Swainson's thrush",365,365,12,NA,4,1,NA,3.9,NA,27.9,0.624,11,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"444,445,732,818"
"982","00989","Animalia","Chordata","Aves","Passeriformes","Turdidae","Hylocichla","mustelina","Wood thrush",365,365,13,NA,3,2,NA,4.2,NA,43.3,0.492,10.2,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"61,427,444,445,732,1143"
"983","00990","Animalia","Chordata","Aves","Passeriformes","Turdidae","Ixoreus","naevius","Varied thrush",365,365,14,NA,3,2,NA,NA,NA,78.5,NA,5.6,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"984","00991","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","currucoides","Mountain bluebird",NA,NA,13,NA,5,2,NA,NA,NA,29.6,NA,9,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,437,445"
"985","00992","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","mexicana","Western bluebird",365,365,14,NA,5,1.5,NA,2.9,NA,26.5,0.422,8.7,"427","wild","medium","acceptable",NA,NA,0.423,27.5,NA,"427,435,437,445,732,820"
"986","00993","Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia","sialis","Eastern bluebird",306,321,14,NA,4,2,NA,2.4,NA,30.5,0.484,10.5,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"61,427,437,444,445,732"
"987","00994","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","grayi","Clay-colored robin",NA,NA,12,NA,3,NA,NA,NA,NA,74,0.44,9.6,"444","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,732"
"988","00995","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","iliacus","Redwing",365,365,NA,NA,NA,NA,NA,NA,NA,61.2,NA,18.8,"729","wild","medium","acceptable",NA,NA,0.722,58,NA,"510,729,820"
"989","00996","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","merula","Common blackbird and Eurasian blackbird",365,365,NA,NA,NA,NA,NA,NA,NA,103.2,0.476,21.8,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"990","00997","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","migratorius","American robin",365,365,13,NA,3,2,NA,5.5,NA,75.5,0.498,17,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"62,444,445,732"
"991","00998","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","philomelos","Song thrush",365,365,NA,NA,NA,NA,NA,NA,NA,67.8,NA,17.7,"450","wild","medium","acceptable",NA,NA,0.726,62.8,NA,"450,510,729,820"
"992","00999","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","pilaris","Fieldfare",365,365,NA,NA,NA,NA,NA,NA,NA,106,0.666,18.1,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"993","01000","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","plumbeus","Red-legged thrush",NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3,NA,14.6,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
"994","01001","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","torquatus","Ring ouzel",365,365,NA,NA,NA,NA,NA,NA,NA,109,0.624,9.1,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"995","01002","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","viscivorus","Mistle thrush",365,365,NA,NA,NA,NA,NA,NA,NA,117.5,NA,21.2,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
"996","01003","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Camptostoma","imberbe","Northern beardless tyrannulet",NA,NA,NA,NA,2,2,NA,NA,NA,7.4,NA,5.8,"577","wild","medium","acceptable",NA,NA,NA,NA,NA,"445,577"
"997","01004","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","cooperi","Olive-sided flycatcher",365,365,15,NA,3,1,NA,NA,NA,32.8,NA,11.1,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,445"
"998","01005","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","sordidulus","Western wood pewee",NA,NA,14,NA,3,1,NA,NA,NA,12.8,NA,8.1,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,445"
"999","01006","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","virens","Eastern wood pewee",365,365,13,NA,3,NA,NA,NA,NA,13.9,NA,8.2,"427","wild","small","acceptable",NA,NA,0.2576,13.9,NA,"427,435,444,820,977"
"1000","01007","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Elaenia","martinica","Caribbean elaenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,13.6,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
"1001","01008","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","alnorum","Alder flycatcher",365,365,13,NA,3.5,1,NA,NA,NA,13.5,NA,9.1,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,445"
"1002","01009","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","difficilis","Pacific-slope flycatcher",365,365,14,NA,3.5,1.5,NA,1.5,NA,11,0.436,6.9,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"1003","01010","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","flaviventris","Yellow-bellied flycatcher",365,365,15,NA,3,NA,NA,NA,NA,11.9,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"427,444,445"
"1004","01011","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","hammondii","Hammond's flycatcher",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,7,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
