"","HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female maturity (days)","Male maturity (days)","Gestation/Incubation (days)","Weaning (days)","Litter/Clutch size","Litters/Clutches per year","Inter-litter/Interbirth interval","Birth weight (g)","Weaning weight (g)","Adult weight (g)","Growth rate (1/days)","Maximum longevity (yrs)","Source","Specimen origin","Sample size","Data quality","IMR (per yr)","MRDT (yrs)","Metabolic rate (W)","Body mass (g)","Temperature (K)","References"
"3782","03801","Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Trachelochismus","melobesia","Striped clingfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3783","03802","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Clevelandia","ios","Arrow goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1"
"3784","03803","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Crystallogobius","linearis","Crystal goby",365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3785","03804","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Eucyclogobius","newberryi","Tidewater goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3786","03805","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Eviota","sigillata","Pygmy goby",36,36,NA,NA,135,NA,NA,NA,NA,NA,NA,0.16,"667","wild","medium","acceptable",NA,NA,NA,NA,NA,"667"
"3787","03806","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Gobiosoma","robustum","Code goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3788","03807","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Gobius","niger","Black goby",292,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"1","captivity","medium","acceptable",NA,NA,NA,NA,NA,"1,585"
"3789","03808","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Gobius","paganellus","Rock goby",912,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3790","03809","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Gobiusculus","flavescens","Twospotted goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3791","03810","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Lebetus","scorpioides","Diminutive goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3792","03811","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Lepidogobius","lepidus","Bay goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3793","03812","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Lesueurigobius","friesii","Fries' goby",730,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3794","03813","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Neogobius","melanostomus","Round goby",730,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3795","03814","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Pomatoschistus","lozanoi","Lozano's goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3796","03815","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Pomatoschistus","marmoratus","Marbled goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3797","03816","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Pomatoschistus","minutus","Freckled goby",365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3798","03817","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Pomatoschistus","pictus","Painted goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3799","03818","Animalia","Chordata","Teleostei","Perciformes","Gobiidae","Thorogobius","ephippiatus","Leopard-spotted goby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3800","03819","Animalia","Chordata","Teleostei","Perciformes","Haemulidae","Haemulon","sciurus","Bluestriped grunt",730,NA,NA,NA,NA,NA,NA,NA,NA,412.5,NA,12,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454"
"3801","03820","Animalia","Chordata","Teleostei","Perciformes","Haemulidae","Orthopristis","chrysoptera","Pigfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3802","03821","Animalia","Chordata","Teleostei","Perciformes","Harpagiferidae","Harpagifer","antarcticus","Antarctic spiny plunderfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3803","03822","Animalia","Chordata","Teleostei","Perciformes","Istiophoridae","Istiophorus","platypterus","Atlantic sailfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,55110,NA,13,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3804","03823","Animalia","Chordata","Teleostei","Perciformes","Istiophoridae","Makaira","nigricans","Black spearfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,93500,NA,28,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3805","03824","Animalia","Chordata","Teleostei","Perciformes","Labridae","Centrolabrus","exoletus","Rock cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3806","03825","Animalia","Chordata","Teleostei","Perciformes","Labridae","Ctenolabrus","rupestris","Goldsinny wrasse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3807","03826","Animalia","Chordata","Teleostei","Perciformes","Labridae","Labroides","dimidiatus","Cleaner fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3808","03827","Animalia","Chordata","Teleostei","Perciformes","Labridae","Labrus","bergylta","Ballan wrasse",2737,NA,NA,NA,NA,NA,NA,NA,NA,2392.5,NA,29,"523","unknown","medium","acceptable",NA,NA,NA,NA,NA,"454,523"
"3809","03828","Animalia","Chordata","Teleostei","Perciformes","Labridae","Labrus","merula","Brown wrasse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3810","03829","Animalia","Chordata","Teleostei","Perciformes","Labridae","Notolabrus","celidotus","Spotty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3811","03830","Animalia","Chordata","Teleostei","Perciformes","Labridae","Semicossyphus","pulcher","California sheephead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,"520","wild","medium","acceptable",NA,NA,NA,NA,NA,"520"
"3812","03831","Animalia","Chordata","Teleostei","Perciformes","Labridae","Symphodus","melops","Corkwing wrasse",912,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3813","03832","Animalia","Chordata","Teleostei","Perciformes","Labridae","Tautoga","onitis","Tautog",NA,NA,NA,NA,NA,NA,NA,NA,NA,6215,NA,34,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3814","03833","Animalia","Chordata","Teleostei","Perciformes","Labridae","Tautogolabrus","adspersus","Cunner",365,365,NA,NA,NA,NA,NA,NA,NA,550,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3815","03834","Animalia","Chordata","Teleostei","Perciformes","Labridae","Thalassoma","bifasciatum","Bluehead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3816","03835","Animalia","Chordata","Teleostei","Perciformes","Latridae","Latridopsis","ciliaris","Bastard trumpeter",2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3817","03836","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","atkinsoni","Pacific yellowtail emperor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3818","03837","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","genivittatus","Lancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3819","03838","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","harak","Blackspot emperor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3820","03839","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","lentjan","Pig-face bream",NA,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3821","03840","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","mahsena","Sky emperor",1095,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,585"
"3822","03841","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","miniatus","Lipper",912,912,NA,NA,NA,NA,NA,NA,NA,5280,NA,22,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3823","03842","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","nebulosus","Blue emperor",2299,1898,NA,NA,NA,NA,NA,NA,NA,4620,NA,27,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3824","03843","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","obsoletus","Orange-striped emperor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3825","03844","Animalia","Chordata","Teleostei","Perciformes","Lethrinidae","Lethrinus","variegatus","Slender emperor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3826","03845","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Aprion","virescens","Blue-gray snapper",1642,NA,NA,NA,NA,NA,NA,NA,NA,8470,NA,21,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3827","03846","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","adetii","Hussar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3828","03847","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","analis","Mutton snapper",2007,NA,NA,NA,NA,NA,NA,NA,NA,8580,NA,29,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3829","03848","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","argentimaculatus","Mangrove jack",1825,1460,NA,NA,NA,NA,NA,NA,NA,4785,NA,18,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3830","03849","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","bohar","Red bass",NA,NA,NA,NA,NA,NA,NA,NA,NA,6875,NA,13,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3831","03850","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","campechanus","Northern red snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,12540,NA,57,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3832","03851","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","carponotatus","Spanish flag snapper",784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3833","03852","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","erythropterus","Crimson snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3834","03853","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","fulviflamma","Black spot snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3835","03854","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","gibbus","Humpback red snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3836","03855","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","lutjanus","Bigeye snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3837","03856","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","malabaricus","Malabar blood snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,4350.5,NA,31,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3838","03857","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","peru","Pacific red snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,3195.5,NA,7.2,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,520"
"3839","03858","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","purpureus","Caribbean red snapper",2008,2008,NA,NA,NA,NA,NA,NA,NA,5500,NA,18,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,585"
"3840","03859","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","quinquelineatus","Blue-banded sea perch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3841","03860","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","sanguineus","Saddletailed sea perch",1003,1003,NA,NA,NA,NA,NA,NA,NA,12650,NA,13,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3842","03861","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","sebae","Emperor snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,17985,NA,35,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3843","03862","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","synagris","Lane snapper",730,365,NA,NA,NA,NA,NA,NA,NA,1941.5,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,585"
"3844","03863","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Lutjanus","vitta","Blackstriped snapper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3845","03864","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Ocyurus","chrysurus","Yellowtail snapper",730,NA,NA,NA,NA,NA,NA,NA,NA,2238.5,NA,14,"523","unknown","medium","acceptable",NA,NA,NA,NA,NA,"454,523"
"3846","03865","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides","filamentosus","Crimson jobfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,4484.7,NA,18,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3847","03866","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides","multidens","Goldbanded jobfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3848","03867","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Pristipomoides","typus","Sharptooth jobfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,1210,NA,11,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3849","03868","Animalia","Chordata","Teleostei","Perciformes","Lutjanidae","Rhomboplites","aurorubens","Vermilion snapper",1095,1095,NA,NA,NA,NA,NA,NA,NA,1743.5,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,585"
"3850","03869","Animalia","Chordata","Teleostei","Perciformes","Malacanthidae","Branchiostegus","japonicus","Red tilefish",912,912,NA,NA,NA,NA,NA,NA,NA,687.5,NA,12,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3851","03870","Animalia","Chordata","Teleostei","Perciformes","Malacanthidae","Caulolatilus","microps","Blueline tilefish",NA,NA,NA,NA,NA,NA,NA,NA,NA,3850,NA,15,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3852","03871","Animalia","Chordata","Teleostei","Perciformes","Malacanthidae","Caulolatilus","princeps","Ocean whitefish",NA,NA,NA,NA,NA,NA,NA,NA,NA,3168,NA,13,"520","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,520"
"3853","03872","Animalia","Chordata","Teleostei","Perciformes","Malacanthidae","Lopholatilus","chamaeleonticeps","Blue tilefish",1825,1825,NA,NA,NA,NA,NA,NA,NA,16500,NA,35,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3854","03873","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Dicentrarchus","labrax","European seabass",1460,730,NA,NA,NA,NA,NA,NA,NA,6600,NA,15,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,585"
"3855","03874","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","americana","White perch",NA,NA,NA,NA,NA,NA,NA,NA,NA,1210,NA,7,"520","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,520"
"3856","03875","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","chrysops","White bass",1095,730,2,NA,NA,NA,NA,NA,NA,1537.25,NA,9,"520","wild","medium","acceptable",NA,NA,NA,NA,NA,"442,454,520"
"3857","03876","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","mississippiensis","Yellow bass",NA,NA,NA,NA,NA,NA,NA,NA,NA,6050,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3858","03877","Animalia","Chordata","Teleostei","Perciformes","Moronidae","Morone","saxatilis","Striped bass",NA,NA,NA,NA,NA,NA,NA,NA,NA,31350,NA,30,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454"
"3859","03878","Animalia","Chordata","Teleostei","Perciformes","Mullidae","Mullus","surmuletus","Red mullet",730,730,NA,NA,NA,NA,NA,NA,NA,550,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,585"
"3860","03879","Animalia","Chordata","Teleostei","Perciformes","Mullidae","Upeneus","moluccensis","Goldband goatfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3861","03880","Animalia","Chordata","Teleostei","Perciformes","Nemipteridae","Nemipterus","japonicus","Japanese threadfin-bream",365,NA,NA,NA,NA,NA,NA,NA,NA,327.8,NA,8,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3862","03881","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Dissostichus","mawsoni","Antarctic toothfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,44000,NA,31,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3863","03882","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Lepidonotothen","squamifrons","Grey rockcod",2920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3864","03883","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Notothenia","rossii","Marbled rockcod",NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,16,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3865","03884","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Pleuragramma","antarcticum","Antarctic silverfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,20,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3866","03885","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Trematomus","bernacchii","Emerald rockcod",2007,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3867","03886","Animalia","Chordata","Teleostei","Perciformes","Osphronemidae","Betta","splendens","Siamese fighting fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"454,524"
"3868","03887","Animalia","Chordata","Teleostei","Perciformes","Percichthyidae","Maccullochella","peelii","Murray cod",NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,NA,48,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3869","03888","Animalia","Chordata","Teleostei","Perciformes","Percichthyidae","Macquaria","ambigua","Golden perch",1642,912,NA,NA,NA,NA,NA,NA,NA,13200,NA,20,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3870","03889","Animalia","Chordata","Teleostei","Perciformes","Percichthyidae","Macquaria","novemaculeata","Australian bass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1"
"3871","03890","Animalia","Chordata","Teleostei","Perciformes","Percidae","Ammocrypta","clara","Western sand darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3872","03891","Animalia","Chordata","Teleostei","Perciformes","Percidae","Crystallaria","asprella","Crystal darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3873","03892","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","acuticeps","Sharphead darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3874","03893","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","asprigene","Mud darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3875","03894","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","barbouri","Teardrop darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3876","03895","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","blennioides","Greenside darter",365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"442","unknown","medium","acceptable",NA,NA,NA,NA,NA,"442"
"3877","03896","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","blennius","Blenny darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3878","03897","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","caeruleum","Rainbow darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3879","03898","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","collettei","Creole darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3880","03899","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","coosae","Coosa darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3881","03900","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","cragini","Arkansas darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3882","03901","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","ditrema","Coldwater darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3883","03902","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","exile","Iowa darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3884","03903","Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","flabellare","Fantail darter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
